Sensor_Id,Sensor_Name,Upper_Node,Bottom_Node,Index,Dist,QRush,QMax
102,F18_19_2,18,19,2,12.0,0.0006,0.0012
103,F18_19_3,18,19,3,18.0,0.0006,0.0012
104,F18_19_4,18,19,4,24.0,0.0006,0.0012
105,F18_19_5,18,19,5,30.0,0.0006,0.0012
106,F18_19_6,18,19,6,36.0,0.0006,0.0012
107,F21_40_1,21,40,1,5.817,0.014,0.028
108,F21_40_2,21,40,2,11.633,0.014,0.028
109,F21_40_3,21,40,3,17.45,0.014,0.028
110,F21_40_4,21,40,4,23.267,0.014,0.028
111,F21_40_5,21,40,5,29.083,0.014,0.028
112,F40_46_1,40,46,1,6.1,0.0172,0.0344
113,F40_46_2,40,46,2,12.2,0.0172,0.0344
114,F40_46_3,40,46,3,18.3,0.0172,0.0344
115,F40_46_4,40,46,4,24.4,0.0172,0.0344
116,F40_46_5,40,46,5,30.5,0.0172,0.0344
117,F22_23_1,22,23,1,9.071,0.002,0.004
118,F22_23_2,22,23,2,18.143,0.002,0.004
119,F22_23_3,22,23,3,27.214,0.002,0.004
120,F22_23_4,22,23,4,36.286,0.002,0.004
121,F22_23_5,22,23,5,45.357,0.002,0.004
122,F22_23_6,22,23,6,54.429,0.002,0.004
123,F23_24_1,23,24,1,6.067,0.0026,0.0052
124,F23_24_2,23,24,2,12.133,0.0026,0.0052
125,F23_24_3,23,24,3,18.2,0.0026,0.0052
126,F23_24_4,23,24,4,24.267,0.0026,0.0052
127,F23_24_5,23,24,5,30.333,0.0026,0.0052
128,F24_26_1,24,26,1,5.667,0.0031,0.0062
129,F24_26_2,24,26,2,11.333,0.0031,0.0062
130,F24_26_3,24,26,3,17.0,0.0031,0.0062
131,F24_26_4,24,26,4,22.667,0.0031,0.0062
132,F24_26_5,24,26,5,28.333,0.0031,0.0062
133,F26_27_1,26,27,1,5.783,0.0049,0.0098
134,F26_27_2,26,27,2,11.567,0.0049,0.0098
135,F26_27_3,26,27,3,17.35,0.0049,0.0098
136,F26_27_4,26,27,4,23.133,0.0049,0.0098
137,F26_27_5,26,27,5,28.917,0.0049,0.0098
138,F25_26_1,25,26,1,8.814,0.0011,0.0022
139,F25_26_2,25,26,2,17.629,0.0011,0.0022
140,F25_26_3,25,26,3,26.443,0.0011,0.0022
141,F25_26_4,25,26,4,35.257,0.0011,0.0022
142,F25_26_5,25,26,5,44.071,0.0011,0.0022
143,F25_26_6,25,26,6,52.886,0.0011,0.0022
144,F27_32_1,27,32,1,5.75,0.0056,0.0112
145,F27_32_2,27,32,2,11.5,0.0056,0.0112
146,F27_32_3,27,32,3,17.25,0.0056,0.0112
147,F27_32_4,27,32,4,23.0,0.0056,0.0112
148,F27_32_5,27,32,5,28.75,0.0056,0.0112
149,F32_33_1,32,33,1,6.614,0.0084,0.0168
150,F32_33_2,32,33,2,13.229,0.0084,0.0168
151,F32_33_3,32,33,3,19.843,0.0084,0.0168
152,F32_33_4,32,33,4,26.457,0.0084,0.0168
153,F32_33_5,32,33,5,33.071,0.0084,0.0168
154,F32_33_6,32,33,6,39.686,0.0084,0.0168
155,F28_31_1,28,31,1,4.467,0.0002,0.0004
156,F28_31_2,28,31,2,8.933,0.0002,0.0004
157,F28_31_3,28,31,3,13.4,0.0002,0.0004
158,F28_31_4,28,31,4,17.867,0.0002,0.0004
159,F28_31_5,28,31,5,22.333,0.0002,0.0004
160,F31_32_1,31,32,1,6.433,0.0022,0.0044
161,F31_32_2,31,32,2,12.867,0.0022,0.0044
162,F31_32_3,31,32,3,19.3,0.0022,0.0044
163,F31_32_4,31,32,4,25.733,0.0022,0.0044
164,F31_32_5,31,32,5,32.167,0.0022,0.0044
165,F29_31_1,29,31,1,5.907,0.001,0.002
166,F29_31_2,29,31,2,11.814,0.001,0.002
167,F29_31_3,29,31,3,17.721,0.001,0.002
168,F29_31_4,29,31,4,23.629,0.001,0.002
169,F29_31_5,29,31,5,29.536,0.001,0.002
170,F29_31_6,29,31,6,35.443,0.001,0.002
171,F30_31_1,30,31,1,5.775,0.0005,0.001
172,F30_31_2,30,31,2,11.55,0.0005,0.001
173,F30_31_3,30,31,3,17.325,0.0005,0.001
174,F30_31_4,30,31,4,23.1,0.0005,0.001
175,F30_31_5,30,31,5,28.875,0.0005,0.001
176,F33_60_1,33,60,1,8.671,0.0096,0.0192
177,F33_60_2,33,60,2,17.343,0.0096,0.0192
178,F33_60_3,33,60,3,26.014,0.0096,0.0192
179,F33_60_4,33,60,4,34.686,0.0096,0.0192
180,F33_60_5,33,60,5,43.357,0.0096,0.0192
181,F33_60_6,33,60,6,52.029,0.0096,0.0192
182,F60_64_1,60,64,1,4.75,0.0122,0.0244
183,F60_64_2,60,64,2,9.5,0.0122,0.0244
184,F60_64_3,60,64,3,14.25,0.0122,0.0244
185,F60_64_4,60,64,4,19.0,0.0122,0.0244
186,F60_64_5,60,64,5,23.75,0.0122,0.0244
187,F34_36_1,34,36,1,8.619,0.0012,0.0024
188,F34_36_2,34,36,2,17.237,0.0012,0.0024
189,F34_36_3,34,36,3,25.856,0.0012,0.0024
190,F34_36_4,34,36,4,34.474,0.0012,0.0024
191,F34_36_5,34,36,5,43.093,0.0012,0.0024
192,F34_36_6,34,36,6,51.711,0.0012,0.0024
193,F36_37_1,36,37,1,4.972,0.0018,0.0036
194,F36_37_2,36,37,2,9.943,0.0018,0.0036
195,F36_37_3,36,37,3,14.915,0.0018,0.0036
196,F36_37_4,36,37,4,19.887,0.0018,0.0036
197,F36_37_5,36,37,5,24.858,0.0018,0.0036
198,F35_36_1,35,36,1,2.95,0.0003,0.0006
199,F35_36_2,35,36,2,5.9,0.0003,0.0006
200,F35_36_3,35,36,3,8.85,0.0003,0.0006
201,F35_36_4,35,36,4,11.8,0.0003,0.0006
202,F35_36_5,35,36,5,14.75,0.0003,0.0006
203,F39_40_1,39,40,1,7.497,0.003,0.006
204,F39_40_2,39,40,2,14.994,0.003,0.006
205,F39_40_3,39,40,3,22.491,0.003,0.006
206,F39_40_4,39,40,4,29.989,0.003,0.006
207,F39_40_5,39,40,5,37.486,0.003,0.006
208,F39_40_6,39,40,6,44.983,0.003,0.006
209,F38_39_1,38,39,1,3.75,0.0003,0.0006
210,F38_39_2,38,39,2,7.5,0.0003,0.0006
211,F38_39_3,38,39,3,11.25,0.0003,0.0006
212,F38_39_4,38,39,4,15.0,0.0003,0.0006
213,F38_39_5,38,39,5,18.75,0.0003,0.0006
214,F46_51_1,46,51,1,6.483,0.0207,0.0414
215,F46_51_2,46,51,2,12.967,0.0207,0.0414
216,F46_51_3,46,51,3,19.45,0.0207,0.0414
217,F46_51_4,46,51,4,25.933,0.0207,0.0414
218,F46_51_5,46,51,5,32.417,0.0207,0.0414
219,F41_42_1,41,42,1,8.071,0.0013,0.0026
220,F41_42_2,41,42,2,16.143,0.0013,0.0026
221,F41_42_3,41,42,3,24.214,0.0013,0.0026
222,F41_42_4,41,42,4,32.286,0.0013,0.0026
223,F41_42_5,41,42,5,40.357,0.0013,0.0026
224,F41_42_6,41,42,6,48.429,0.0013,0.0026
225,F42_45_1,42,45,1,5.458,0.0017,0.0034
226,F42_45_2,42,45,2,10.917,0.0017,0.0034
227,F42_45_3,42,45,3,16.375,0.0017,0.0034
228,F42_45_4,42,45,4,21.833,0.0017,0.0034
229,F42_45_5,42,45,5,27.292,0.0017,0.0034
230,F45_46_1,45,46,1,7.779,0.0033,0.0066
231,F45_46_2,45,46,2,15.557,0.0033,0.0066
232,F45_46_3,45,46,3,23.336,0.0033,0.0066
233,F45_46_4,45,46,4,31.114,0.0033,0.0066
234,F45_46_5,45,46,5,38.893,0.0033,0.0066
235,F45_46_6,45,46,6,46.671,0.0033,0.0066
236,F43_45_1,43,45,1,4.017,0.0004,0.0008
237,F43_45_2,43,45,2,8.033,0.0004,0.0008
238,F43_45_3,43,45,3,12.05,0.0004,0.0008
239,F43_45_4,43,45,4,16.067,0.0004,0.0008
240,F43_45_5,43,45,5,20.083,0.0004,0.0008
241,F44_45_1,44,45,1,4.633,0.0004,0.0008
242,F44_45_2,44,45,2,9.267,0.0004,0.0008
243,F44_45_3,44,45,3,13.9,0.0004,0.0008
244,F44_45_4,44,45,4,18.533,0.0004,0.0008
245,F44_45_5,44,45,5,23.167,0.0004,0.0008
246,F51_56_1,51,56,1,5.85,0.0234,0.0468
247,F51_56_2,51,56,2,11.7,0.0234,0.0468
248,F51_56_3,51,56,3,17.55,0.0234,0.0468
249,F51_56_4,51,56,4,23.4,0.0234,0.0468
250,F51_56_5,51,56,5,29.25,0.0234,0.0468
251,F47_48_1,47,48,1,6.314,0.0009,0.0018
252,F47_48_2,47,48,2,12.629,0.0009,0.0018
253,F47_48_3,47,48,3,18.943,0.0009,0.0018
254,F47_48_4,47,48,4,25.257,0.0009,0.0018
255,F47_48_5,47,48,5,31.571,0.0009,0.0018
256,F47_48_6,47,48,6,37.886,0.0009,0.0018
257,F48_50_1,48,50,1,5.583,0.0013,0.0026
258,F48_50_2,48,50,2,11.167,0.0013,0.0026
259,F48_50_3,48,50,3,16.75,0.0013,0.0026
260,F48_50_4,48,50,4,22.333,0.0013,0.0026
261,F48_50_5,48,50,5,27.917,0.0013,0.0026
262,F50_51_1,50,51,1,7.5,0.0025,0.005
263,F50_51_2,50,51,2,15.0,0.0025,0.005
264,F50_51_3,50,51,3,22.5,0.0025,0.005
265,F50_51_4,50,51,4,30.0,0.0025,0.005
266,F50_51_5,50,51,5,37.5,0.0025,0.005
267,F50_51_6,50,51,6,45.0,0.0025,0.005
268,F49_50_1,49,50,1,3.017,0.0003,0.0006
269,F49_50_2,49,50,2,6.033,0.0003,0.0006
270,F49_50_3,49,50,3,9.05,0.0003,0.0006
271,F49_50_4,49,50,4,12.067,0.0003,0.0006
272,F49_50_5,49,50,5,15.083,0.0003,0.0006
273,F56_65_1,56,65,1,2.25,0.0259,0.0518
274,F56_65_2,56,65,2,4.5,0.0259,0.0518
275,F52_53_1,52,53,1,7.75,0.0012,0.0024
276,F52_53_2,52,53,2,15.5,0.0012,0.0024
277,F52_53_3,52,53,3,23.25,0.0012,0.0024
278,F52_53_4,52,53,4,31.0,0.0012,0.0024
279,F52_53_5,52,53,5,38.75,0.0012,0.0024
280,F52_53_6,52,53,6,46.5,0.0012,0.0024
281,F53_54_1,53,54,1,1.95,0.0012,0.0024
282,F53_54_2,53,54,2,3.9,0.0012,0.0024
283,F54_55_1,54,55,1,4.492,0.0015,0.003
284,F54_55_2,54,55,2,8.983,0.0015,0.003
285,F54_55_3,54,55,3,13.475,0.0015,0.003
286,F54_55_4,54,55,4,17.967,0.0015,0.003
287,F54_55_5,54,55,5,22.458,0.0015,0.003
288,F55_56_1,55,56,1,7.421,0.0025,0.005
289,F55_56_2,55,56,2,14.843,0.0025,0.005
290,F55_56_3,55,56,3,22.264,0.0025,0.005
291,F55_56_4,55,56,4,29.686,0.0025,0.005
292,F55_56_5,55,56,5,37.107,0.0025,0.005
293,F55_56_6,55,56,6,44.529,0.0025,0.005
294,F65_66_1,65,66,1,6.417,0.0261,0.0522
295,F65_66_2,65,66,2,12.833,0.0261,0.0522
296,F65_66_3,65,66,3,19.25,0.0261,0.0522
297,F65_66_4,65,66,4,25.667,0.0261,0.0522
298,F65_66_5,65,66,5,32.083,0.0261,0.0522
299,F57_60_1,57,60,1,5.717,0.0006,0.0012
300,F57_60_2,57,60,2,11.433,0.0006,0.0012
301,F57_60_3,57,60,3,17.15,0.0006,0.0012
302,F57_60_4,57,60,4,22.867,0.0006,0.0012
303,F57_60_5,57,60,5,28.583,0.0006,0.0012
304,F58_59_1,58,59,1,5.808,0.0009,0.0018
305,F58_59_2,58,59,2,11.617,0.0009,0.0018
306,F58_59_3,58,59,3,17.425,0.0009,0.0018
307,F58_59_4,58,59,4,23.233,0.0009,0.0018
308,F58_59_5,58,59,5,29.042,0.0009,0.0018
309,F59_60_1,59,60,1,5.525,0.0016,0.0032
310,F59_60_2,59,60,2,11.05,0.0016,0.0032
311,F59_60_3,59,60,3,16.575,0.0016,0.0032
312,F59_60_4,59,60,4,22.1,0.0016,0.0032
313,F59_60_5,59,60,5,27.625,0.0016,0.0032
314,F64_66_1,64,66,1,7.771,0.0152,0.0304
315,F64_66_2,64,66,2,15.543,0.0152,0.0304
316,F64_66_3,64,66,3,23.314,0.0152,0.0304
317,F64_66_4,64,66,4,31.086,0.0152,0.0304
318,F64_66_5,64,66,5,38.857,0.0152,0.0304
319,F64_66_6,64,66,6,46.629,0.0152,0.0304
320,F61_64_1,61,64,1,5.35,0.0007,0.0014
321,F61_64_2,61,64,2,10.7,0.0007,0.0014
322,F61_64_3,61,64,3,16.05,0.0007,0.0014
323,F61_64_4,61,64,4,21.4,0.0007,0.0014
324,F61_64_5,61,64,5,26.75,0.0007,0.0014
325,F62_63_1,62,63,1,5.9,0.0011,0.0022
326,F62_63_2,62,63,2,11.8,0.0011,0.0022
327,F62_63_3,62,63,3,17.7,0.0011,0.0022
328,F62_63_4,62,63,4,23.6,0.0011,0.0022
329,F62_63_5,62,63,5,29.5,0.0011,0.0022
330,F63_64_1,63,64,1,4.6,0.0016,0.0032
331,F63_64_2,63,64,2,9.2,0.0016,0.0032
332,F63_64_3,63,64,3,13.8,0.0016,0.0032
333,F63_64_4,63,64,4,18.4,0.0016,0.0032
334,F63_64_5,63,64,5,23.0,0.0016,0.0032
335,F66_67_1,66,67,1,5.886,0.0419,0.0838
336,F66_67_2,66,67,2,11.771,0.0419,0.0838
337,F66_67_3,66,67,3,17.657,0.0419,0.0838
338,F66_67_4,66,67,4,23.543,0.0419,0.0838
339,F66_67_5,66,67,5,29.429,0.0419,0.0838
340,F66_67_6,66,67,6,35.314,0.0419,0.0838
341,F67_72_1,67,72,1,6.317,0.0424,0.0848
342,F67_72_2,67,72,2,12.633,0.0424,0.0848
343,F67_72_3,67,72,3,18.95,0.0424,0.0848
344,F67_72_4,67,72,4,25.267,0.0424,0.0848
345,F67_72_5,67,72,5,31.583,0.0424,0.0848
346,F72_73_1,72,73,1,5.1,0.0449,0.0898
347,F72_73_2,72,73,2,10.2,0.0449,0.0898
348,F72_73_3,72,73,3,15.3,0.0449,0.0898
349,F72_73_4,72,73,4,20.4,0.0449,0.0898
350,F72_73_5,72,73,5,25.5,0.0449,0.0898
351,F68_69_1,68,69,1,8.814,0.002,0.004
352,F68_69_2,68,69,2,17.629,0.002,0.004
353,F68_69_3,68,69,3,26.443,0.002,0.004
354,F68_69_4,68,69,4,35.257,0.002,0.004
355,F68_69_5,68,69,5,44.071,0.002,0.004
356,F68_69_6,68,69,6,52.886,0.002,0.004
357,F69_70_1,69,70,1,4.075,0.0021,0.0042
358,F69_70_2,69,70,2,8.15,0.0021,0.0042
359,F69_70_3,69,70,3,12.225,0.0021,0.0042
360,F69_70_4,69,70,4,16.3,0.0021,0.0042
361,F69_70_5,69,70,5,20.375,0.0021,0.0042
362,F70_71_1,70,71,1,6.286,0.0025,0.005
363,F70_71_2,70,71,2,12.571,0.0025,0.005
364,F70_71_3,70,71,3,18.857,0.0025,0.005
365,F70_71_4,70,71,4,25.143,0.0025,0.005
366,F70_71_5,70,71,5,31.429,0.0025,0.005
367,F70_71_6,70,71,6,37.714,0.0025,0.005
368,F71_72_1,71,72,1,2.167,0.0025,0.005
369,F71_72_2,71,72,2,4.333,0.0025,0.005
370,F73_74_1,73,74,1,5.6,0.0449,0.0898
371,F73_74_2,73,74,2,11.2,0.0449,0.0898
372,F73_74_3,73,74,3,16.8,0.0449,0.0898
373,F73_74_4,73,74,4,22.4,0.0449,0.0898
374,F73_74_5,73,74,5,28.0,0.0449,0.0898
375,F74_77_1,74,77,1,6.267,0.0449,0.0898
376,F74_77_2,74,77,2,12.533,0.0449,0.0898
377,F74_77_3,74,77,3,18.8,0.0449,0.0898
378,F74_77_4,74,77,4,25.067,0.0449,0.0898
379,F74_77_5,74,77,5,31.333,0.0449,0.0898
380,F77_78_1,77,78,1,4.933,0.0474,0.0948
381,F77_78_2,77,78,2,9.867,0.0474,0.0948
382,F77_78_3,77,78,3,14.8,0.0474,0.0948
383,F77_78_4,77,78,4,19.733,0.0474,0.0948
384,F77_78_5,77,78,5,24.667,0.0474,0.0948
385,F75_76_1,75,76,1,7.529,0.0019,0.0038
386,F75_76_2,75,76,2,15.057,0.0019,0.0038
387,F75_76_3,75,76,3,22.586,0.0019,0.0038
388,F75_76_4,75,76,4,30.114,0.0019,0.0038
389,F75_76_5,75,76,5,37.643,0.0019,0.0038
390,F75_76_6,75,76,6,45.171,0.0019,0.0038
391,F76_77_1,76,77,1,7.471,0.0023,0.0046
392,F76_77_2,76,77,2,14.943,0.0023,0.0046
393,F76_77_3,76,77,3,22.414,0.0023,0.0046
394,F76_77_4,76,77,4,29.886,0.0023,0.0046
395,F76_77_5,76,77,5,37.357,0.0023,0.0046
396,F76_77_6,76,77,6,44.829,0.0023,0.0046
