Sensor_Id,Sensor_Name,Upper_Node,Bottom_Node,Index,Dist,QRush,QMax
216,F46_51_3,46,51,3,19.45,"45    0.0207
Name: Qrush, dtype: float64","45    0.0414
Name: Qmax, dtype: float64"
217,F46_51_4,46,51,4,25.933,"45    0.0207
Name: Qrush, dtype: float64","45    0.0414
Name: Qmax, dtype: float64"
218,F46_51_5,46,51,5,32.417,"45    0.0207
Name: Qrush, dtype: float64","45    0.0414
Name: Qmax, dtype: float64"
219,F41_42_1,41,42,1,8.071,"40    0.0013
Name: Qrush, dtype: float64","40    0.0026
Name: Qmax, dtype: float64"
220,F41_42_2,41,42,2,16.143,"40    0.0013
Name: Qrush, dtype: float64","40    0.0026
Name: Qmax, dtype: float64"
221,F41_42_3,41,42,3,24.214,"40    0.0013
Name: Qrush, dtype: float64","40    0.0026
Name: Qmax, dtype: float64"
222,F41_42_4,41,42,4,32.286,"40    0.0013
Name: Qrush, dtype: float64","40    0.0026
Name: Qmax, dtype: float64"
223,F41_42_5,41,42,5,40.357,"40    0.0013
Name: Qrush, dtype: float64","40    0.0026
Name: Qmax, dtype: float64"
224,F41_42_6,41,42,6,48.429,"40    0.0013
Name: Qrush, dtype: float64","40    0.0026
Name: Qmax, dtype: float64"
225,F42_45_1,42,45,1,5.458,"41    0.0017
Name: Qrush, dtype: float64","41    0.0034
Name: Qmax, dtype: float64"
226,F42_45_2,42,45,2,10.917,"41    0.0017
Name: Qrush, dtype: float64","41    0.0034
Name: Qmax, dtype: float64"
227,F42_45_3,42,45,3,16.375,"41    0.0017
Name: Qrush, dtype: float64","41    0.0034
Name: Qmax, dtype: float64"
228,F42_45_4,42,45,4,21.833,"41    0.0017
Name: Qrush, dtype: float64","41    0.0034
Name: Qmax, dtype: float64"
229,F42_45_5,42,45,5,27.292,"41    0.0017
Name: Qrush, dtype: float64","41    0.0034
Name: Qmax, dtype: float64"
230,F45_46_1,45,46,1,7.779,"44    0.0033
Name: Qrush, dtype: float64","44    0.0066
Name: Qmax, dtype: float64"
231,F45_46_2,45,46,2,15.557,"44    0.0033
Name: Qrush, dtype: float64","44    0.0066
Name: Qmax, dtype: float64"
232,F45_46_3,45,46,3,23.336,"44    0.0033
Name: Qrush, dtype: float64","44    0.0066
Name: Qmax, dtype: float64"
233,F45_46_4,45,46,4,31.114,"44    0.0033
Name: Qrush, dtype: float64","44    0.0066
Name: Qmax, dtype: float64"
234,F45_46_5,45,46,5,38.893,"44    0.0033
Name: Qrush, dtype: float64","44    0.0066
Name: Qmax, dtype: float64"
235,F45_46_6,45,46,6,46.671,"44    0.0033
Name: Qrush, dtype: float64","44    0.0066
Name: Qmax, dtype: float64"
236,F43_45_1,43,45,1,4.017,"42    0.0004
Name: Qrush, dtype: float64","42    0.0008
Name: Qmax, dtype: float64"
237,F43_45_2,43,45,2,8.033,"42    0.0004
Name: Qrush, dtype: float64","42    0.0008
Name: Qmax, dtype: float64"
238,F43_45_3,43,45,3,12.05,"42    0.0004
Name: Qrush, dtype: float64","42    0.0008
Name: Qmax, dtype: float64"
239,F43_45_4,43,45,4,16.067,"42    0.0004
Name: Qrush, dtype: float64","42    0.0008
Name: Qmax, dtype: float64"
240,F43_45_5,43,45,5,20.083,"42    0.0004
Name: Qrush, dtype: float64","42    0.0008
Name: Qmax, dtype: float64"
241,F44_45_1,44,45,1,4.633,"43    0.0004
Name: Qrush, dtype: float64","43    0.0008
Name: Qmax, dtype: float64"
242,F44_45_2,44,45,2,9.267,"43    0.0004
Name: Qrush, dtype: float64","43    0.0008
Name: Qmax, dtype: float64"
243,F44_45_3,44,45,3,13.9,"43    0.0004
Name: Qrush, dtype: float64","43    0.0008
Name: Qmax, dtype: float64"
244,F44_45_4,44,45,4,18.533,"43    0.0004
Name: Qrush, dtype: float64","43    0.0008
Name: Qmax, dtype: float64"
245,F44_45_5,44,45,5,23.167,"43    0.0004
Name: Qrush, dtype: float64","43    0.0008
Name: Qmax, dtype: float64"
246,F51_56_1,51,56,1,5.85,"50    0.0234
Name: Qrush, dtype: float64","50    0.0468
Name: Qmax, dtype: float64"
247,F51_56_2,51,56,2,11.7,"50    0.0234
Name: Qrush, dtype: float64","50    0.0468
Name: Qmax, dtype: float64"
248,F51_56_3,51,56,3,17.55,"50    0.0234
Name: Qrush, dtype: float64","50    0.0468
Name: Qmax, dtype: float64"
249,F51_56_4,51,56,4,23.4,"50    0.0234
Name: Qrush, dtype: float64","50    0.0468
Name: Qmax, dtype: float64"
250,F51_56_5,51,56,5,29.25,"50    0.0234
Name: Qrush, dtype: float64","50    0.0468
Name: Qmax, dtype: float64"
251,F47_48_1,47,48,1,6.314,"46    0.0009
Name: Qrush, dtype: float64","46    0.0018
Name: Qmax, dtype: float64"
252,F47_48_2,47,48,2,12.629,"46    0.0009
Name: Qrush, dtype: float64","46    0.0018
Name: Qmax, dtype: float64"
253,F47_48_3,47,48,3,18.943,"46    0.0009
Name: Qrush, dtype: float64","46    0.0018
Name: Qmax, dtype: float64"
254,F47_48_4,47,48,4,25.257,"46    0.0009
Name: Qrush, dtype: float64","46    0.0018
Name: Qmax, dtype: float64"
255,F47_48_5,47,48,5,31.571,"46    0.0009
Name: Qrush, dtype: float64","46    0.0018
Name: Qmax, dtype: float64"
256,F47_48_6,47,48,6,37.886,"46    0.0009
Name: Qrush, dtype: float64","46    0.0018
Name: Qmax, dtype: float64"
257,F48_50_1,48,50,1,5.583,"47    0.0013
Name: Qrush, dtype: float64","47    0.0026
Name: Qmax, dtype: float64"
258,F48_50_2,48,50,2,11.167,"47    0.0013
Name: Qrush, dtype: float64","47    0.0026
Name: Qmax, dtype: float64"
259,F48_50_3,48,50,3,16.75,"47    0.0013
Name: Qrush, dtype: float64","47    0.0026
Name: Qmax, dtype: float64"
260,F48_50_4,48,50,4,22.333,"47    0.0013
Name: Qrush, dtype: float64","47    0.0026
Name: Qmax, dtype: float64"
261,F48_50_5,48,50,5,27.917,"47    0.0013
Name: Qrush, dtype: float64","47    0.0026
Name: Qmax, dtype: float64"
262,F50_51_1,50,51,1,7.5,"49    0.0025
Name: Qrush, dtype: float64","49    0.005
Name: Qmax, dtype: float64"
263,F50_51_2,50,51,2,15.0,"49    0.0025
Name: Qrush, dtype: float64","49    0.005
Name: Qmax, dtype: float64"
264,F50_51_3,50,51,3,22.5,"49    0.0025
Name: Qrush, dtype: float64","49    0.005
Name: Qmax, dtype: float64"
265,F50_51_4,50,51,4,30.0,"49    0.0025
Name: Qrush, dtype: float64","49    0.005
Name: Qmax, dtype: float64"
266,F50_51_5,50,51,5,37.5,"49    0.0025
Name: Qrush, dtype: float64","49    0.005
Name: Qmax, dtype: float64"
267,F50_51_6,50,51,6,45.0,"49    0.0025
Name: Qrush, dtype: float64","49    0.005
Name: Qmax, dtype: float64"
268,F49_50_1,49,50,1,3.017,"48    0.0003
Name: Qrush, dtype: float64","48    0.0006
Name: Qmax, dtype: float64"
269,F49_50_2,49,50,2,6.033,"48    0.0003
Name: Qrush, dtype: float64","48    0.0006
Name: Qmax, dtype: float64"
270,F49_50_3,49,50,3,9.05,"48    0.0003
Name: Qrush, dtype: float64","48    0.0006
Name: Qmax, dtype: float64"
271,F49_50_4,49,50,4,12.067,"48    0.0003
Name: Qrush, dtype: float64","48    0.0006
Name: Qmax, dtype: float64"
272,F49_50_5,49,50,5,15.083,"48    0.0003
Name: Qrush, dtype: float64","48    0.0006
Name: Qmax, dtype: float64"
273,F56_65_1,56,65,1,2.25,"55    0.0259
Name: Qrush, dtype: float64","55    0.0518
Name: Qmax, dtype: float64"
274,F56_65_2,56,65,2,4.5,"55    0.0259
Name: Qrush, dtype: float64","55    0.0518
Name: Qmax, dtype: float64"
275,F52_53_1,52,53,1,7.75,"51    0.0012
Name: Qrush, dtype: float64","51    0.0024
Name: Qmax, dtype: float64"
276,F52_53_2,52,53,2,15.5,"51    0.0012
Name: Qrush, dtype: float64","51    0.0024
Name: Qmax, dtype: float64"
277,F52_53_3,52,53,3,23.25,"51    0.0012
Name: Qrush, dtype: float64","51    0.0024
Name: Qmax, dtype: float64"
278,F52_53_4,52,53,4,31.0,"51    0.0012
Name: Qrush, dtype: float64","51    0.0024
Name: Qmax, dtype: float64"
279,F52_53_5,52,53,5,38.75,"51    0.0012
Name: Qrush, dtype: float64","51    0.0024
Name: Qmax, dtype: float64"
280,F52_53_6,52,53,6,46.5,"51    0.0012
Name: Qrush, dtype: float64","51    0.0024
Name: Qmax, dtype: float64"
281,F53_54_1,53,54,1,1.95,"52    0.0012
Name: Qrush, dtype: float64","52    0.0024
Name: Qmax, dtype: float64"
282,F53_54_2,53,54,2,3.9,"52    0.0012
Name: Qrush, dtype: float64","52    0.0024
Name: Qmax, dtype: float64"
283,F54_55_1,54,55,1,4.492,"53    0.0015
Name: Qrush, dtype: float64","53    0.003
Name: Qmax, dtype: float64"
284,F54_55_2,54,55,2,8.983,"53    0.0015
Name: Qrush, dtype: float64","53    0.003
Name: Qmax, dtype: float64"
285,F54_55_3,54,55,3,13.475,"53    0.0015
Name: Qrush, dtype: float64","53    0.003
Name: Qmax, dtype: float64"
286,F54_55_4,54,55,4,17.967,"53    0.0015
Name: Qrush, dtype: float64","53    0.003
Name: Qmax, dtype: float64"
287,F54_55_5,54,55,5,22.458,"53    0.0015
Name: Qrush, dtype: float64","53    0.003
Name: Qmax, dtype: float64"
288,F55_56_1,55,56,1,7.421,"54    0.0025
Name: Qrush, dtype: float64","54    0.005
Name: Qmax, dtype: float64"
289,F55_56_2,55,56,2,14.843,"54    0.0025
Name: Qrush, dtype: float64","54    0.005
Name: Qmax, dtype: float64"
290,F55_56_3,55,56,3,22.264,"54    0.0025
Name: Qrush, dtype: float64","54    0.005
Name: Qmax, dtype: float64"
291,F55_56_4,55,56,4,29.686,"54    0.0025
Name: Qrush, dtype: float64","54    0.005
Name: Qmax, dtype: float64"
292,F55_56_5,55,56,5,37.107,"54    0.0025
Name: Qrush, dtype: float64","54    0.005
Name: Qmax, dtype: float64"
293,F55_56_6,55,56,6,44.529,"54    0.0025
Name: Qrush, dtype: float64","54    0.005
Name: Qmax, dtype: float64"
294,F65_66_1,65,66,1,6.417,"64    0.0261
Name: Qrush, dtype: float64","64    0.0522
Name: Qmax, dtype: float64"
295,F65_66_2,65,66,2,12.833,"64    0.0261
Name: Qrush, dtype: float64","64    0.0522
Name: Qmax, dtype: float64"
296,F65_66_3,65,66,3,19.25,"64    0.0261
Name: Qrush, dtype: float64","64    0.0522
Name: Qmax, dtype: float64"
297,F65_66_4,65,66,4,25.667,"64    0.0261
Name: Qrush, dtype: float64","64    0.0522
Name: Qmax, dtype: float64"
298,F65_66_5,65,66,5,32.083,"64    0.0261
Name: Qrush, dtype: float64","64    0.0522
Name: Qmax, dtype: float64"
299,F57_60_1,57,60,1,5.717,"56    0.0006
Name: Qrush, dtype: float64","56    0.0012
Name: Qmax, dtype: float64"
300,F57_60_2,57,60,2,11.433,"56    0.0006
Name: Qrush, dtype: float64","56    0.0012
Name: Qmax, dtype: float64"
301,F57_60_3,57,60,3,17.15,"56    0.0006
Name: Qrush, dtype: float64","56    0.0012
Name: Qmax, dtype: float64"
302,F57_60_4,57,60,4,22.867,"56    0.0006
Name: Qrush, dtype: float64","56    0.0012
Name: Qmax, dtype: float64"
303,F57_60_5,57,60,5,28.583,"56    0.0006
Name: Qrush, dtype: float64","56    0.0012
Name: Qmax, dtype: float64"
304,F58_59_1,58,59,1,5.808,"57    0.0009
Name: Qrush, dtype: float64","57    0.0018
Name: Qmax, dtype: float64"
305,F58_59_2,58,59,2,11.617,"57    0.0009
Name: Qrush, dtype: float64","57    0.0018
Name: Qmax, dtype: float64"
306,F58_59_3,58,59,3,17.425,"57    0.0009
Name: Qrush, dtype: float64","57    0.0018
Name: Qmax, dtype: float64"
307,F58_59_4,58,59,4,23.233,"57    0.0009
Name: Qrush, dtype: float64","57    0.0018
Name: Qmax, dtype: float64"
308,F58_59_5,58,59,5,29.042,"57    0.0009
Name: Qrush, dtype: float64","57    0.0018
Name: Qmax, dtype: float64"
309,F59_60_1,59,60,1,5.525,"58    0.0016
Name: Qrush, dtype: float64","58    0.0032
Name: Qmax, dtype: float64"
310,F59_60_2,59,60,2,11.05,"58    0.0016
Name: Qrush, dtype: float64","58    0.0032
Name: Qmax, dtype: float64"
311,F59_60_3,59,60,3,16.575,"58    0.0016
Name: Qrush, dtype: float64","58    0.0032
Name: Qmax, dtype: float64"
312,F59_60_4,59,60,4,22.1,"58    0.0016
Name: Qrush, dtype: float64","58    0.0032
Name: Qmax, dtype: float64"
313,F59_60_5,59,60,5,27.625,"58    0.0016
Name: Qrush, dtype: float64","58    0.0032
Name: Qmax, dtype: float64"
314,F64_66_1,64,66,1,7.771,"63    0.0152
Name: Qrush, dtype: float64","63    0.0304
Name: Qmax, dtype: float64"
315,F64_66_2,64,66,2,15.543,"63    0.0152
Name: Qrush, dtype: float64","63    0.0304
Name: Qmax, dtype: float64"
316,F64_66_3,64,66,3,23.314,"63    0.0152
Name: Qrush, dtype: float64","63    0.0304
Name: Qmax, dtype: float64"
317,F64_66_4,64,66,4,31.086,"63    0.0152
Name: Qrush, dtype: float64","63    0.0304
Name: Qmax, dtype: float64"
318,F64_66_5,64,66,5,38.857,"63    0.0152
Name: Qrush, dtype: float64","63    0.0304
Name: Qmax, dtype: float64"
319,F64_66_6,64,66,6,46.629,"63    0.0152
Name: Qrush, dtype: float64","63    0.0304
Name: Qmax, dtype: float64"
320,F61_64_1,61,64,1,5.35,"60    0.0007
Name: Qrush, dtype: float64","60    0.0014
Name: Qmax, dtype: float64"
321,F61_64_2,61,64,2,10.7,"60    0.0007
Name: Qrush, dtype: float64","60    0.0014
Name: Qmax, dtype: float64"
322,F61_64_3,61,64,3,16.05,"60    0.0007
Name: Qrush, dtype: float64","60    0.0014
Name: Qmax, dtype: float64"
323,F61_64_4,61,64,4,21.4,"60    0.0007
Name: Qrush, dtype: float64","60    0.0014
Name: Qmax, dtype: float64"
324,F61_64_5,61,64,5,26.75,"60    0.0007
Name: Qrush, dtype: float64","60    0.0014
Name: Qmax, dtype: float64"
325,F62_63_1,62,63,1,5.9,"61    0.0011
Name: Qrush, dtype: float64","61    0.0022
Name: Qmax, dtype: float64"
326,F62_63_2,62,63,2,11.8,"61    0.0011
Name: Qrush, dtype: float64","61    0.0022
Name: Qmax, dtype: float64"
327,F62_63_3,62,63,3,17.7,"61    0.0011
Name: Qrush, dtype: float64","61    0.0022
Name: Qmax, dtype: float64"
328,F62_63_4,62,63,4,23.6,"61    0.0011
Name: Qrush, dtype: float64","61    0.0022
Name: Qmax, dtype: float64"
329,F62_63_5,62,63,5,29.5,"61    0.0011
Name: Qrush, dtype: float64","61    0.0022
Name: Qmax, dtype: float64"
330,F63_64_1,63,64,1,4.6,"62    0.0016
Name: Qrush, dtype: float64","62    0.0032
Name: Qmax, dtype: float64"
331,F63_64_2,63,64,2,9.2,"62    0.0016
Name: Qrush, dtype: float64","62    0.0032
Name: Qmax, dtype: float64"
332,F63_64_3,63,64,3,13.8,"62    0.0016
Name: Qrush, dtype: float64","62    0.0032
Name: Qmax, dtype: float64"
333,F63_64_4,63,64,4,18.4,"62    0.0016
Name: Qrush, dtype: float64","62    0.0032
Name: Qmax, dtype: float64"
334,F63_64_5,63,64,5,23.0,"62    0.0016
Name: Qrush, dtype: float64","62    0.0032
Name: Qmax, dtype: float64"
335,F66_67_1,66,67,1,5.886,"65    0.0419
Name: Qrush, dtype: float64","65    0.0838
Name: Qmax, dtype: float64"
336,F66_67_2,66,67,2,11.771,"65    0.0419
Name: Qrush, dtype: float64","65    0.0838
Name: Qmax, dtype: float64"
337,F66_67_3,66,67,3,17.657,"65    0.0419
Name: Qrush, dtype: float64","65    0.0838
Name: Qmax, dtype: float64"
338,F66_67_4,66,67,4,23.543,"65    0.0419
Name: Qrush, dtype: float64","65    0.0838
Name: Qmax, dtype: float64"
339,F66_67_5,66,67,5,29.429,"65    0.0419
Name: Qrush, dtype: float64","65    0.0838
Name: Qmax, dtype: float64"
340,F66_67_6,66,67,6,35.314,"65    0.0419
Name: Qrush, dtype: float64","65    0.0838
Name: Qmax, dtype: float64"
341,F67_72_1,67,72,1,6.317,"66    0.0424
Name: Qrush, dtype: float64","66    0.0848
Name: Qmax, dtype: float64"
342,F67_72_2,67,72,2,12.633,"66    0.0424
Name: Qrush, dtype: float64","66    0.0848
Name: Qmax, dtype: float64"
343,F67_72_3,67,72,3,18.95,"66    0.0424
Name: Qrush, dtype: float64","66    0.0848
Name: Qmax, dtype: float64"
344,F67_72_4,67,72,4,25.267,"66    0.0424
Name: Qrush, dtype: float64","66    0.0848
Name: Qmax, dtype: float64"
345,F67_72_5,67,72,5,31.583,"66    0.0424
Name: Qrush, dtype: float64","66    0.0848
Name: Qmax, dtype: float64"
346,F72_73_1,72,73,1,5.1,"71    0.0449
Name: Qrush, dtype: float64","71    0.0898
Name: Qmax, dtype: float64"
347,F72_73_2,72,73,2,10.2,"71    0.0449
Name: Qrush, dtype: float64","71    0.0898
Name: Qmax, dtype: float64"
348,F72_73_3,72,73,3,15.3,"71    0.0449
Name: Qrush, dtype: float64","71    0.0898
Name: Qmax, dtype: float64"
349,F72_73_4,72,73,4,20.4,"71    0.0449
Name: Qrush, dtype: float64","71    0.0898
Name: Qmax, dtype: float64"
350,F72_73_5,72,73,5,25.5,"71    0.0449
Name: Qrush, dtype: float64","71    0.0898
Name: Qmax, dtype: float64"
351,F68_69_1,68,69,1,8.814,"67    0.002
Name: Qrush, dtype: float64","67    0.004
Name: Qmax, dtype: float64"
352,F68_69_2,68,69,2,17.629,"67    0.002
Name: Qrush, dtype: float64","67    0.004
Name: Qmax, dtype: float64"
353,F68_69_3,68,69,3,26.443,"67    0.002
Name: Qrush, dtype: float64","67    0.004
Name: Qmax, dtype: float64"
354,F68_69_4,68,69,4,35.257,"67    0.002
Name: Qrush, dtype: float64","67    0.004
Name: Qmax, dtype: float64"
355,F68_69_5,68,69,5,44.071,"67    0.002
Name: Qrush, dtype: float64","67    0.004
Name: Qmax, dtype: float64"
356,F68_69_6,68,69,6,52.886,"67    0.002
Name: Qrush, dtype: float64","67    0.004
Name: Qmax, dtype: float64"
357,F69_70_1,69,70,1,4.075,"68    0.0021
Name: Qrush, dtype: float64","68    0.0042
Name: Qmax, dtype: float64"
358,F69_70_2,69,70,2,8.15,"68    0.0021
Name: Qrush, dtype: float64","68    0.0042
Name: Qmax, dtype: float64"
359,F69_70_3,69,70,3,12.225,"68    0.0021
Name: Qrush, dtype: float64","68    0.0042
Name: Qmax, dtype: float64"
360,F69_70_4,69,70,4,16.3,"68    0.0021
Name: Qrush, dtype: float64","68    0.0042
Name: Qmax, dtype: float64"
361,F69_70_5,69,70,5,20.375,"68    0.0021
Name: Qrush, dtype: float64","68    0.0042
Name: Qmax, dtype: float64"
362,F70_71_1,70,71,1,6.286,"69    0.0025
Name: Qrush, dtype: float64","69    0.005
Name: Qmax, dtype: float64"
363,F70_71_2,70,71,2,12.571,"69    0.0025
Name: Qrush, dtype: float64","69    0.005
Name: Qmax, dtype: float64"
364,F70_71_3,70,71,3,18.857,"69    0.0025
Name: Qrush, dtype: float64","69    0.005
Name: Qmax, dtype: float64"
365,F70_71_4,70,71,4,25.143,"69    0.0025
Name: Qrush, dtype: float64","69    0.005
Name: Qmax, dtype: float64"
366,F70_71_5,70,71,5,31.429,"69    0.0025
Name: Qrush, dtype: float64","69    0.005
Name: Qmax, dtype: float64"
367,F70_71_6,70,71,6,37.714,"69    0.0025
Name: Qrush, dtype: float64","69    0.005
Name: Qmax, dtype: float64"
368,F71_72_1,71,72,1,2.167,"70    0.0025
Name: Qrush, dtype: float64","70    0.005
Name: Qmax, dtype: float64"
369,F71_72_2,71,72,2,4.333,"70    0.0025
Name: Qrush, dtype: float64","70    0.005
Name: Qmax, dtype: float64"
370,F73_74_1,73,74,1,5.6,"72    0.0449
Name: Qrush, dtype: float64","72    0.0898
Name: Qmax, dtype: float64"
371,F73_74_2,73,74,2,11.2,"72    0.0449
Name: Qrush, dtype: float64","72    0.0898
Name: Qmax, dtype: float64"
372,F73_74_3,73,74,3,16.8,"72    0.0449
Name: Qrush, dtype: float64","72    0.0898
Name: Qmax, dtype: float64"
373,F73_74_4,73,74,4,22.4,"72    0.0449
Name: Qrush, dtype: float64","72    0.0898
Name: Qmax, dtype: float64"
374,F73_74_5,73,74,5,28.0,"72    0.0449
Name: Qrush, dtype: float64","72    0.0898
Name: Qmax, dtype: float64"
375,F74_77_1,74,77,1,6.267,"73    0.0449
Name: Qrush, dtype: float64","73    0.0898
Name: Qmax, dtype: float64"
376,F74_77_2,74,77,2,12.533,"73    0.0449
Name: Qrush, dtype: float64","73    0.0898
Name: Qmax, dtype: float64"
377,F74_77_3,74,77,3,18.8,"73    0.0449
Name: Qrush, dtype: float64","73    0.0898
Name: Qmax, dtype: float64"
378,F74_77_4,74,77,4,25.067,"73    0.0449
Name: Qrush, dtype: float64","73    0.0898
Name: Qmax, dtype: float64"
379,F74_77_5,74,77,5,31.333,"73    0.0449
Name: Qrush, dtype: float64","73    0.0898
Name: Qmax, dtype: float64"
380,F77_78_1,77,78,1,4.933,"76    0.0474
Name: Qrush, dtype: float64","76    0.0948
Name: Qmax, dtype: float64"
381,F77_78_2,77,78,2,9.867,"76    0.0474
Name: Qrush, dtype: float64","76    0.0948
Name: Qmax, dtype: float64"
382,F77_78_3,77,78,3,14.8,"76    0.0474
Name: Qrush, dtype: float64","76    0.0948
Name: Qmax, dtype: float64"
383,F77_78_4,77,78,4,19.733,"76    0.0474
Name: Qrush, dtype: float64","76    0.0948
Name: Qmax, dtype: float64"
384,F77_78_5,77,78,5,24.667,"76    0.0474
Name: Qrush, dtype: float64","76    0.0948
Name: Qmax, dtype: float64"
385,F75_76_1,75,76,1,7.529,"74    0.0019
Name: Qrush, dtype: float64","74    0.0038
Name: Qmax, dtype: float64"
386,F75_76_2,75,76,2,15.057,"74    0.0019
Name: Qrush, dtype: float64","74    0.0038
Name: Qmax, dtype: float64"
387,F75_76_3,75,76,3,22.586,"74    0.0019
Name: Qrush, dtype: float64","74    0.0038
Name: Qmax, dtype: float64"
388,F75_76_4,75,76,4,30.114,"74    0.0019
Name: Qrush, dtype: float64","74    0.0038
Name: Qmax, dtype: float64"
389,F75_76_5,75,76,5,37.643,"74    0.0019
Name: Qrush, dtype: float64","74    0.0038
Name: Qmax, dtype: float64"
390,F75_76_6,75,76,6,45.171,"74    0.0019
Name: Qrush, dtype: float64","74    0.0038
Name: Qmax, dtype: float64"
391,F76_77_1,76,77,1,7.471,"75    0.0023
Name: Qrush, dtype: float64","75    0.0046
Name: Qmax, dtype: float64"
392,F76_77_2,76,77,2,14.943,"75    0.0023
Name: Qrush, dtype: float64","75    0.0046
Name: Qmax, dtype: float64"
393,F76_77_3,76,77,3,22.414,"75    0.0023
Name: Qrush, dtype: float64","75    0.0046
Name: Qmax, dtype: float64"
394,F76_77_4,76,77,4,29.886,"75    0.0023
Name: Qrush, dtype: float64","75    0.0046
Name: Qmax, dtype: float64"
395,F76_77_5,76,77,5,37.357,"75    0.0023
Name: Qrush, dtype: float64","75    0.0046
Name: Qmax, dtype: float64"
396,F76_77_6,76,77,6,44.829,"75    0.0023
Name: Qrush, dtype: float64","75    0.0046
Name: Qmax, dtype: float64"
